"x"
"FRANCE MT"
"FRANCIS DH"
"FRANKLIN CE"
"FRANTSYANTS EM"
"FRANZ AWE"
"FRASER PM"
"FREDENSBORG BL"
"FREEBERG TM"
"FREEDMAN DJ"
"FREIRE-DE-LIMA CG"
"FREITAK D"
"FREITAK D"
"FREITAK D"
"FRENCH SS"
"FRÍAS-HERNÁNDEZ JT"
"FRIBERG IM"
"FRIBERG U"
"FRICKENHAUS S"
"FRIEDL TWP"
"FRIEND JA"
"FRIESEN ML"
"FRIGGENS NC"
"FROISSART R"
"FROMMEN JG"
"FROMONT E"
"FRÜH D"
"FU M"
"FUCHS S"
"FUESS LE"
"FUJIMORI N"
"FUKATSU T"
"FUKUMITSU Y"
"FUNG SK"
"FUNK WC"
"FUQUA C"
"FURZER OJ"
"FUSSMANN GF"
"FUSSMANN GF"
"GÁBORÁRPÁDCZIRJÁK"
"GABRIELSEN GW"
"GADAU J"
"GADISA E"
"GAGNAIRE B"
"GAILLARD J-M"
"GAILLARD JM"
"GALAN M"
"GALASSI S"
"GALAZZO DE"
"GALIL BS"
"GALVANI AP"
"GAMBADE G"
"GANDON S"
"GANDON S"
"GANDON S"
"GANDON S"
"GANO KA"
"GANTELET H"
"GARAMSZEGI LZ"
"GARBUTT JS"
"GARCELON DK"
"GARCIA JR"
"GARCIA JS"
"GARCÍA MTA"
"GARCÍA-ARENAL F"
"GARCÍA-ARENAL F"
"GARCÍA-ARENAL F"
"GARCÍA-ARRIAZA J"
"GARCÍA-FIGUERA S"
"GARCÍA-JIMÉNEZ F"
"GARCIA-LONGORIA L"
"GARCÍA-MONTIJANO M"
"GARCÍA-TEJERO S"
"GARCIADELEANIZ C"
"GARCÍAHARTMANN M"
"GARDAN R"
"GARDNER DR"
"GARDNER PJ"
"GARGAN P"
"GARIBALDI LA"
"GARRETT KA"
"GARRETTSON PR"
"GARRETTSON PR"
"GARRIDO M"
"GARTLAND J"
"GÅSEIDNES S"
"GATCHITCH F"
"GATENBY RA"
"GATES AR"
"GAUDÊNCIO FN"
"GAUGLER R"
"GAUGLER R"
"GAUGLER R"
"GAVISH Y"
"GAYDOS JK"
"GAZEAU G"
"GE F"
"GE Z"
"GEANGE SW"
"GEBER MA"
"GEIß C"
"GELFOND JA"
"GÉLIN U"
"GÉLISSE S"
"GELLESCH E"
"GELNAR M"
"GENIN S"
"GEORGHIOU K"
"GERACI JR"
"GÉRARD C"
"GERARDO NM"
"GERARDO NM"
"GERARDO NM"
"GERARDO NM"
"GEREMIA C"
"GERET F"
"GERHARDT HC"
"GERLACH NM"
"GERLACH NM"
"GERMANO MD"
"GERPHAGNON M"
"GERSHMAN SN"
"GERSHMAN SN"
"GERSHMAN SN"
"GERSHMAN SN"
"GERVASI CL"
"GERVASI SS"
"GERVASI SS"
"GESTO JSM"
"GETCHELL RG"
"GETZ WM"
"GEVREY M"
"GHALAMBOR CK"
"GHANI IA"
"GHANIZADEHKAZEROUNI E"
"GHERSA CM"
"GHORAI P"
"GIACOMELLO E"
"GIBBONS KP"
"GIEHR J"
"GIEHR J"
"GIFFORD DR"
"GILARDONI C"
"GILBERT GS"
"GILCHRIST HG"
"GILCHRIST HG"
"GILCHRIST HG"
"GILCHRIST MA"
"GILCHRIST MA"
"GILL SA"
"GILMOUR KM"
"GILOT-FROMONT E"
"GIONEST F"
"GIPSON SAY"
"GIRALDO M"
"GIRAUDEAU M"
"GISMONDI E"
"GLAIS I"
"GLAIZOT O"
"GLAS JJ"
"GLOVER BJ"
"GOATER CP"
"GOCHFELD DJ"
"GODARD-CODDING CAJ"
"GODFRAY HCJ"
"GODFROID E"
"GODINHO MT"
"GOERTZ D"
"GOGGIN F"
"GOKHALE CS"
"GOKHALE NS"
"GOLASSA L"
"GOLDSTEIN T"
"GOLINSKI A"
"GOLLDACK J"
"GOMERY MA"
"GOMES FR"
"GÓMEZ-GUILLAMÓN F"
"GOMEZ-JULIANO A"
"GOMEZ-MESTRE I"
"GÓMEZ-ZELEDÓN J"
"GONÇALVES F"
"GONG J-T"
"GONG SB"
"GONG Z-J"
"GONZÁLES WL"
"GONZALEZ A"
"GONZALEZ G"
"GONZÁLEZ MA"
"GONZALEZ-GONZALEZ A"
"GONZÁLEZ-SANTOYO I"
"GONZÁLEZ-SANTOYO I"
"GONZÁLEZ-TOKMAN D"
"GONZÁLEZ-TOKMAN DM"
"GOODACRE SL"
"GOODMAN SJ"
"GORAS G"
"GOREN M"
"GORHAM J"
"GORMAN KB"
"GORSICH EE"
"GÓRZYŃSKA K"
"GOTTARDO M"
"GOTTLIEB Y"
"GOULD F"
"GOULSON D"
"GOULSON D"
"GOUNARI S"
"GOUS T"
"GOVERSE A"
"GOVORKOVA EA"
"GOWER CM"
"GOWER CM"
"GOYMANN W"
"GRAHAM AL"
"GRAHAM AL"
"GRAHAM WM"
"GRANDGIRARD D"
"GRANDI G"
"GRANOVITCH AI"
"GRANT KM"
"GRANTHON C"
"GRASSE AV"
"GRAW F"
"GREENSPAN SE"
"GREENWOOD A"
"GREENWOOD A"
"GREGORY DG"
"GREISCHAR MA"
"GREIVES TJ"
"GREIVES TJ"
"GREIVES TJ"
"GRETHER GF"
"GREWAL PS"
"GREWAL PS"
"GRIESEMER SB"
"GRIFFIN CT"
"GRIFFIN CT"
"GRIFFIN RH"
"GRIFFITH E"
"GRIFFITH GW"
"GRIFFITHS AGF"
"GRIFFITHS ME"
"GRIFFITHS RA"
"GRILLO EL"
"GRINDSTAFF JL"
"GRINDSTAFF JL"
"GROEN SC"
"GROOMBRIDGE JJ"
"GROOMBRIDGE JJ"
"GROOT AT"
"GROOT AT"
"GROOTHUIS T"
"GROSS A"
"GROSS K"
"GROSSEN C"
"GROTMANN J"
"GRUBER-VODICKA H"
"GRUNER DS"
"GRUPA A"
"GU Y-C"
"GUANHUA Y"
"GUARNERI AA"
"GUILLETTEJR LJ"
"GUINDO A"
"GUIÑEZ R"
"GUIVIER E"
"GUNDEL PE"
"GUNDEL PE"
"GUNNARSSON B"
"GUO H"
"GUO J"
"GUO Y"
"GUPTA S"
"GUPTA S"
"GUPTA S"
"GUPTA V"
"GUPTA V"
"GURNEY KEB"
"GURUPRASAD NM"
"GUS'KOVA NK"
"GUSAREVA MA"
"GUSTAFSON KD"
"GUSTAFSON L"
"GUSTAFSSON L"
"GUSTAFSSON L"
"GUSTAFSSON L"
"GUSTAFSSON L"
"GUSTAFSSON L"
"GUTIÉRREZ C"
"GUTIÉRREZ R"
"GUTOWSKY LFG"
"GUYER C"
"GUZ N"
"GWYNN DM"
"HADDI K"
"HAFEZ HM"
"HAHN TP"
"HAILS RS"
"HAINES LR"
"HAJIMORADLOO A"
"HAKKARAINEN H"
"HALL AJ"
"HALL AJ"
"HALL JPJ"
"HALL MD"
"HALL SR"
"HALL SR"
"HAMADY D"
"HAMANN E"
"HAMAZAKI T"
"HAMELIN FM"
"HAMMERSCHMIDT K"
"HAMMERSTEIN P"
"HAMMOND JA"
"HAMPTON KJ"
"HAMPTON KJ"
"HAN Y-S"
"HAN YS"
"HANAFI HA"
"HANDRICH Y"
"HANKARD P"
"HANSEN H"
"HANSEN H"
"HANSON RH"
"HANSSON B"
"HANSSON B"
"HANZELOVÁ V"
"HAO Y"
"HARD JJ"
"HARDING LE"
"HARMS NJ"
"HARMS NJ"
"HARO CR"
"HARO RJ"
"HÄRRI SA"
"HARRIMAN VB"
"HARRIS GS"
"HARRIS PD"
"HARRISON D"
"HARRISON E"
"HARRISON F"
"HARRUS S"
"HARTIKAINEN H"
"HARTING AL"
"HARTLEY SE"
"HARVELL CD"
"HARVEY E"
"HARWELL HD"
"HASSAIRI A"
"HASSAN HK"
"HASSELQUIST D"
"HASSELQUIST D"
"HASSELQUIST D"
"HASSELQUIST D"
"HASSELQUIST D"
"HASSELQUIST D"
"HATANO E"
"HATCHER PE"
"HATT JM"
"HAU M"
"HAU M"
"HAURE J"
"HAUSFATER G"
"HAUSSMANN MF"
"HAUSSMANN MF"
"HAUSSY C"
"HAUSSY C"
"HAWKINS LE"
"HAWLENA H"
"HAWLEY DM"
"HAY BA"
"HAYDON DT"
"HAYES CJ"
"HAYS QR"
"HAYWARD AD"
"HE C"
"HE J"
"HE Z"
"HEAD ML"
"HEAD ML"
"HEALEY M"
"HECHINGER RF"
"HECHINGER RF"
"HECKEL DG"
"HECKEL DG"
"HEDGREN PO"
"HEDRICK A"
"HEEB P"
"HEIDELBACH T"
"HEIDINGER BJ"
"HEIDINGER BJ"
"HEIL M"
"HEIMANN M"
"HEINIGER U"
"HEINS DC"
"HEINS DC"
"HEINS DC"
"HEINS DC"
"HEINZ KM"
"HEINZE J"
"HEINZE J"
"HEISTERMANN M"
"HEITLINGER EG"
"HEITLINGER EG"
"HELANDER M"
"HELANDER M"
"HEMERIK L"
"HEMPEL RJ"
"HENDRY AP"
"HENDRY AP"
"HENDRY TA"
"HENNIN HL"
"HENRICH T"
"HENSHAW A"
"HENSHAW JM"
"HENTTONEN H"
"HERBORN KA"
"HERCZEG G"
"HERCZEG G"
"HERMOSELL IG"
"HERNÁNDEZ JC"
"HERNÁNDEZ-ORTS JS"
"HERRADURA LH"
"HERRE EA"
"HERRMANN KK"
"HERRMANN KK"
"HERTEL AG"
"HERTEL AG"
"HESSE O"
"HEWISON AJM"
"HEWITT GM"
"HIBSHMAN JD"
"HICKSTEIN DD"
"HIGASHI CHV"
"HIGGINS CL"
"HILAL M"
"HILL GE"
"HILL GE"
"HILL GE"
"HILLUNG J"
"HIMLER AG"
"HINCH SG"
"HINRICHS K-U"
"HINTON DM"
"HIRALDO F"
"HIRAMATSU M"
"HIRANO T"
"HIRAOKA S"
"HOAL EG"
"HOC PS"
"HOC PS"
"HOCHBERG ME"
"HOCHBERG ME"
"HODGES CJ"
"HODGES CJ"
"HODGSON DJ"
"HODGSON DJ"
"HOECK P"
"HOEL DF"
"HOFFMAN RA"
"HOFFMANN AA"
"HOFFMANN AA"
"HOFFMANN AA"
"HOFFMANN KH"
"HOGENHOUT SA"
"HOHMANN CL"
"HOICZYK E"
"HOKAN M"
"HOLAND H"
"HOLBERTON RL"
"HOLLOWAY J"
"HOLLOWELL AC"
"HOLMAN L"
"HOLMAN L"
"HOLMES B"
"HOLMES JC"
"HOLOPAINEN IJ"
"HOLUŠA J"
"HOLZER AS"
"HONDERS SJ"
"HONEGGER R"
"HONG H-K"
"HONG S-J"
"HONG X"
"HONG X-Y"
"HONG X-Y"
"HONKAVAARA J"
"HOOFTMAN DAP"
"HOPPER KR"
"HORAK P"
"HÕRAK P"
"HORMEL N"
"HORNER SM"
"HORNETT EA"
"HOROWITZ AR"
"HORROCKS AJ"
"HORTA RS"
"HORTON CM"
"HORVÁTH G"
"HOSTETLER JA"
"HOTTES AK"
"HOUSLAY TM"
"HOUSLAY TM"
"HOVERMAN JT"
"HOVI M"
"HOWARD J"
"HOWE L"
"HOWERTER DW"
"HOWICK VM"
"HOYSTED GA"
"HRUBAN E"
"HSIEH M-L"
"HU C"
"HU J"
"HUA J"
"HUANG CL"
"HUANG H-J"
"HUANG KL"
"HUANG R"
"HUANG X"
"HUANG Y"
"HUBBARD TP"
"HUCHON D"
"HUDSON PJ"
"HUGHES CR"
"HUGHES D"
"HUGHES WOH"
"HUGHES WOH"
"HUHTA E"
"HUMBER RA"
"HUME EA"
"HUME JM"
"HUMPHREY B"
"HUMPHREY TJ"
"HUNG A"
"HUNT J"
"HUNT J"
"HUNT J"
"HUNT J"
"HUNT P"
"HUNT VL"
"HUNTER MD"
"HUNTER MS"
"HUNTER MS"
"HUNTER SA"
"HURD H"
"HURD H"
"HURD H"
"HURD H"
"HURD H"
"HURST GDD"
"HURST GDD"
"HURST GDD"
"HURST LD"
"HUSSAIN KJ"
"HUTCHENCE KJ"
"HUTSON KS"
"HUVET A"
"HUYNH S"
"HYDE KD"
"IANORA A"
"IBELINGS BW"
"ICHIE T"
"IEZHOVA TA"
"IIDA S"
"IKEDO H"
"ILMONEN P"
"ILYUSHINA NA"
"IMANSE SM"
"IMHOOF B"
"IMMINK RGH"
"INCAGLIA M"
"INOUE MN"
"INTERDONATO R"
"IRFAN M"
"IRWIN RE"
"IRWIN SWB"
"ISAKSSON C"
"ISAKSSON C"
"ISHII T"
"ISHTIAQ F"
"ITUARTE C"
"ITURBE-ORMAETXE I"
"IVENS A"
"JACKSON HC"
"JACKSON JA"
"JACOB A"
"JACOB L"
"JACOBSON T"
"JACOT A"
"JACQUARD C"
"JACQUELINE C"
"JACQUEMART A-L"
"JACQUOT E"
"JÄDERLUND A"
"JÄGER J"
"JALME MS"
"JAMES AA"
"JAMES JB"
"JAMES PJ"
"JAMES TY"
"JAMES TY"
"JAMET S"
"JANNINK J-L"
"JANOVYJR J"
"JANSEN D"
"JANZEN CJ"
"JARAMILLO SL"
"JAREOSETTASIN P"
"JAVǓRKOVÁ V"
"JEFFRIES MI"
"JEFFRIES P"
"JEGER MJ"
"JÉGO M"
"JENKINS T"
"JENKINS T"
"JENKINSON TS"
"JENNIONS MD"
"JENSEN AB"
"JENSEN H"
"JENSEN KH"
"JENSEN KT"
"JENTSCH A"
"JHUN K"
"JIA L"
"JIANG D-F"
"JIANG S"
"JIANG S"
"JIANG Y-L"
"JIGSVED P"
"JIMÉNEZ-DÍAZ RM"
"JINKS LR"
"JOH SJ"
"JOHANOS TC"
"JOHANSEN T"
"JOHN U"
"JOHN-ALDER HB"
"JOHNS S"
"JOHNSEN HK"
"JOHNSEN TS"
"JOHNSON BGP"
"JOHNSON J"
"JOHNSON L"
"JOHNSON LS"
"JOHNSON M"
"JOHNSON PTJ"
"JOHNSON WE"
"JOHNSTON AN"
"JOHNSTON IA"
"JOHNSTONE RA"
"JOHNY S"
"JOKELA J"
"JOKELA J"
"JOKELA J"
"JOKELA J"
"JOKELA J"
"JOKELA J"
"JOKELA J"
"JOKINEN I"
"JOLLES AE"
"JÓNASDÓTTIR SH"
"JONASSON KA"
"JONES CG"
"JONES CG"
"JONES EO"
"JONES LM"
"JONES M"
"JONES NG"
"JONES RAC"
"JONES TM"
"JONZÉN N"
"JOOP G"
"JORDAN WC"
"JORGENSEN C"
"JØRGENSEN GØ"
"JOSHI D"
"JOSHI J"
"JOVER LF"
"JU J-F"
"JULKUNEN-TIITTO R"
"JULLIARD R"
"JUNGWIRTH A"
"JUNIOR FCF"
"JURAJDA P"
"JUSSILA J"
"KAANDORP C"
"KAANDORP J"
"KAASIK A"
"KAATTARI S"
"KABANI M"
"KADIS C"
"KAHLER E"
"KAISER R"
"KALBE M"
"KALBE M"
"KALBE M"
"KALLIO ER"
"KALLIO HP"
"KALPIO M"
"KALTZ O"
"KALTZ O"
"KALTZ O"
"KAMBLE CK"
"KAMHAWI S"
"KAMIYA T"
"KAMIYA T"
"KANELIS D"
"KANG H-S"
"KANG JY"
"KANG Y"
"KANT MR"
"KAPFER PM"
"KAPPELER PM"
"KAPPELER PM"
"KARATZAS KAG"
"KARAZAFIRIS E"
"KARELL P"
"KARESH W"
"KARJALAINEN M"
"KÄRKKÄINEN T"
"KARL I"
"KARTER AJ"
"KÄRVEMO S"
"KARVONEN A"
"KARVONEN A"
"KARVONEN A"
"KARVONEN A"
"KARVONEN A"
"KASHIWAGI A"
"KATO A"
"KAUFMANN J"
"KAUFMANN M"
"KAUSE A"
"KAWAMURA K"
"KAWUKI R"
"KAYONDO IS"
"KEAGY J"
"KEBEDE AM"
"KEDDIE BA"
"KEDEM H"
"KȨDRA AH"
"KEEBAUGH ES"
"KEENEY DB"
"KEGEL JU"
"KEHLET-DELGADO H"
"KEISLER DH"
"KEITHBOWERS E"
"KEITHCHARNLEY A"
"KEKÄLÄINEN J"
"KELLER IS"
"KELLER L"
"KELLOGG ML"
"KELLY CD"
"KELLY CD"
"KELLY SE"
"KELLY SE"
"KEMLER M"
"KEMPENAERS B"
"KEMPF VAJ"
"KENT A"
"KENTA T"
"KEPPEL M"
"KERIM A"
"KERMAN K"
"KERNBACH M"
"KERR AM"
"KERR AM"
"KERSTES NAG"
"KETTERSON ED"
"KETTERSON ED"
"KETTERSON ED"
"KETTERSON ED"
"KEYMER JE"
"KHAJEALI J"
"KHOKHLOV IS"
"KHOKHLOVA IS"
"KHOKHLOVA IS"
"KHULAPE SA"
"KIEFT JS"
"KIELSTRA B"
"KIERNAN E"
"KIERS ET"
"KIESECKER JM"
"KIKUCHI Y"
"KILBOURN A"
"KILIAN JW"
"KILLINY N"
"KILLINY N"
"KILNER RM"
"KILPATRICK AM"
"KIM JA"
"KIM JD"
"KIM KI"
"KIM Y"
"KIM Y-O"
"KIMBALL KD"
"KINDBERG J"
"KINGMA SA"
"KINGSLEY-SMITH PR"
"KIRFEL P"
"KIRSCHMAN LJ"
"KIRSI S"
"KISHNER M"
"KISSA K"
"KIT OI"
"KIVLENIECE I"
"KIVLENIECE I"
"KIVLENIECE I"
"KLACZKO LB"
"KLAR B"
"KLAR B"
"KLEE D"
"KLEIN SL"
"KLEINER M"
"KLEMOLA T"
"KLUMP GM"
"KLUMP GM"
"KLUTH S"
"KNAFLER GJ"
"KNAPEN D"
"KNELL RJ"
"KNIPLING L"
"KNOPF K"
"KNOWLES SCL"
"KNOWLES SCL"
"KNOWLES SCL"
"KNOWLES SCL"
"KOCH K"
"KOEHLER A-K"
"KOEHLER AV"
"KOELLA JC"
"KOELLA JC"
"KOELLA JC"
"KOELLA JC"
"KOELLA JC"
"KOENRAADT CJM"
"KOESLAG A"
"KOGA T"
"KOHL KP"
"KOIDE RT"
"KOIDE RT"
"KOIDE RT"
"KOIDE RT"
"KOJADINOVIC M"
"KOKKO H"
"KOLARI I"
"KOLEKAR A"
"KOLENDA K"
"KOLLIKER M"
"KOLLURU GR"
"KOMAROVA NL"
"KOMDEUR J"
"KONG J"
"KOO T-H"
"KOOP JL"
"KOOPMANN B"
"KOORNNEEF M"
"KOPACHENA JG"
"KOPE HH"
"KOPP EB"
"KÖRNER M"
"KORPIMAKI E"
"KORPIMÄKI E"
"KORPINEN S"
"KORSTEN P"
"KORTET R"
"KOSKELA E"
"KOSKELA E"
"KOSKELA E"
"KOSKI M"
"KOSKI T-M"
"KOUBKOVÁ B"
"KOVACS CJ"
"KOWITWANICH K"
"KOZLOV MV"
"KOZLOV MV"
"KRAMA T"
"KRAMA T"
"KRAMA T"
"KRAMA T"
"KRAMA T"
"KRAMER LD"
"KRAMER LD"
"KRAMER S"
"KRÄMER U"
"KRAMMEL R"
"KRAMS I"
"KRAMS I"
"KRAMS I"
"KRAMS IA"
"KRAMS IA"
"KRAMS IA"
"KRANSTAUBER B"
"KRASNOV A"
"KRASNOV BR"
"KRASNOV BR"
"KRASNOV BR"
"KRATOCHVÍL L"
"KRAUSS J"
"KREISINGER J"
"KREMER A"
"KREMER N"
"KRENEK S"
"KREYLING J"
"KRIESNER P"
"KRISHNAN SM"
"KRIST AC"
"KRKOŠEK M"
"KRONE SM"
"KRUESS A"
"KRUSZEWICZ A"
"KUBIČKA L"
"KUCERA AC"
"KUDO S-I"
"KUIKEN T"
"KULAKOW P"
"KULMA K"
"KULMA K"
"KUMMER V"
"KUNC HP"
"KUNERT G"
"KUNIMI Y"
"KUNIMI Y"
"KUNKEL BA"
"KUO J-I"
"KUO L"
"KURATH G"
"KURIS AM"
"KURITA Y"
"KURTENBACH E"
"KURTZ J"
"KURTZ J"
"KUSTER RD"
"KUUKKA-ANTTILA H"
"KUUSIK A"
"KVARNEMO C"
"KWON YK"
"KYEI-POKU GK"
"KYRPIDES N"
"LAAKSONEN T"
"LABBÉ P"
"LABRECK PT"
"LACEY EP"
"LACHISH S"
"LACHISH S"
"LACORTE GA"
"LACROIX F"
"LACY RC"
"LAFFERTY KD"
"LAFFORGUE G"
"LAFORSCH C"
"LAFORSCH C"
"LAGASSE C"
"LAGRUE C"
"LAGRUE C"
"LAHAYE K"
"LAINE A-L"
"LAINE A-L"
"LAINE K"
"LAJEUNESSE MJ"
"LAJUS D"
"LALIĆ J"
"LALLOS GG"
"LAMBEJR DW"
"LAMBERG S"
"LAMBERT A"
"LAMBERT A"
"LAMBERT C"
"LAMBERTINI C"
"LAMBRECHT B"
"LAMKOVÁ K"
"LAMP B"
"LAN H"
"LAND ED"
"LANDIS SH"
"LANDIS SH"
"LANE RS"
"LANFORD R"
"LANGFORD GJ"
"LANGMORE NE"
"LANGVAL O"
"LANNOU C"
"LAPATRA SE"
"LAPLACE-BUILHE B"
"LAPOINTE DA"
"LAPRISE D"
"LARSEN A"
"LARSEN T"
"LASKOWSKI MD"
"LATAMA G"
"LATIMER J"
"LATOUR RJ"
"LAUBACH ZM"
"LAUGHTON AM"
"LAURSEN JR"
"LAVAL F"
"LAVANDERO B"
"LAVANDERO B"
"LAVERRÉ T"
"LAY CR"
"LAZZARO BP"
"LAZZARO BP"
"LAZZARO BP"
"LAZZARO BP"
"LEASE JK"
"LEBIGRE C"
"LECKIE F"
"LECKIE FM"
"LECLAIR M"
"LECOMTE-FINIGER R"
"LEDUE EE"
"LEE HS"
"LEE T-K"
"LEE Y-I"
"LEEMON DM"
"LEFEVRE T"
"LEFÈVRE T"
"LEGAGNEUX P"
"LEGAGNEUX P"
"LEGEAI F"
"LEGER L"
"LEGGETT HC"
"LEGGETT HC"
"LEHMAN JS"
"LEHMANN AW"
"LEHMANN GUC"
"LEHTONEN P"
"LEHTONEN TK"
"LEI SA"
"LEIB SL"
"LEISLER B"
"LEISS KA"
"LEITE B"
"LEJEUNE M"
"LEMAHO Y"
"LEMAHO Y"
"LEMAHO Y"
"LEMAHO Y"
"LEMAITRE AB"
"LEMAÎTRE J-F"
"LEMAN JC"
"LEMASSU A"
"LEMBICZ M"
"LEMBICZ M"
"LEME FOP"
"LEMUS JA"
"LENDVAI ÁZ"
"LENS L"
"LENZ TL"
"LEÓN-SAMPEDRO R"
"LEROEX N"
"LEROUX F"
"LETCHER BH"
"LEUCHTMANN A"
"LEUNG KY"
"LEUNG TLF"
"LEVENTHAL GE"
"LEVESLEY A"
"LEVIN BR"
"LEVIN SA"
"LEVRAUD J-P"
"LEVRI MA"
"LEWICKA M"
"LEWIS EE"
"LEWIS EE"
"LEWIS EE"
"LEWIS JW"
"LEWIS MA"
"LEWIS SM"
"LEWIS Z"
"LI D"
"LI F"
"LI F-H"
"LI G-Y"
"LI H"
"LI H-S"
"LI J"
"LI J"
"LI J"
"LI K"
"LI L"
"LI P"
"LI P"
"LI Q"
"LI S"
"LI S"
"LI S"
"LI S-I"
"LI T"
"LI W"
"LI W"
"LI X-Q"
"LI Y"
"LI Z"
"LIANG Y"
"LIANG Y"
"LIANG Y"
"LIANG Y"
"LIAO X"
"LIBER K"
"LIÉBANAS G"
"LIERZ M"
"LIGARRETO GA"
"LILJEDAL S"
"LILLEY CJ"
"LIMA MG"
"LIN C-C"
"LIN X"
"LINDE A"
"LINDERBORG KM"
"LINDERS MJ"
"LIOLIOS V"
"LIPS KR"
"LIPSITCH M"
"LITTLE SN"
"LITTLE T"
"LITTLE TJ"
"LITTLE TJ"
"LITTLE TJ"
"LITTLE TJ"
"LITTLE TJ"
"LITTMANN S"
"LITTNAN CL"
"LIU B"
"LIU B"
"LIU D"
"LIU D"
"LIU L-Y"
"LIU M"
"LIU N"
"LIU Q"
"LIU Q"
"LIU S"
"LIU X"
"LIU Y"
"LIU Y"
"LIU Y"
"LIVELY CM"
"LIVELY CM"
"LIVELY CM"
"LIVELY CM"
"LLEWELLYN D"
"LLOPIS-BELENGUER C"
"LLOYD AL"
"LLOYD MM"
"LLOYD MM"
"LLOYD MM"
"LLOYD-SMITH JO"
"LOBATO E"
"LOBATO E"
"LOBATO E"
"LOBRES MAN"
"LOCK F"
"LODGE A"
"LOHMAN BK"
"LOHR CA"
"LOHR JN"
"LOHS C"
"LOISEAU C"
"LOJEK A"
"LOMBARDO M"
"LOMBARDO MP"
"LOOT G"
"LOOTVOET A"
"LOPES PC"
"LÓPEZ C"
"LOPEZ MS"
"LÓPEZ-CALDERÓN C"
"LÓPEZ-GÓMEZ M"
"LÓPEZ-SEBASTIÁN A"
"LÓPEZ-VILLAVICENCIO M"
"LORENZO MG"
"LORENZO-MORALES J"
"LORIGAN JG"
"LOTZ M"
"LOUHI K-R"
"LOUHI K-R"
"LOUHI K-R"
"LOUIE JW"
"LOUNSBURY VJ"
"LOVE OP"
"LOVE OP"
"LOVE OP"
"LOVE OP"
"LOW M"
"LOWE A"
"LOWERRE-BARBIERI SK"
"LOZANO R"
"LOZANO-TORRES JL"
"LU X"
"LU X"
"LU X"
"LUAN S"
"LUCK RF"
"LUCKENBACH MW"
"LUCKENBACH T"
"LUGO AJ"
"LUKASIK P"
"LUKÁŠOVÁ K"
"LUMMAA V"
"LUNDHOLM JT"
"LUNG O"
"LUNNEY D"
"LUNTZ AJM"
"LUO K"
"LUONG LT"
"LUTFALLA G"
"LUTNÆS PN"
"LUU H"
"LUZ-CRAWFORD P"
"LUZÓN M"
"LYE L-F"
"LYMBERY AJ"
"LYNN SE"
"LYNN SE"
"LYNSDALE CL"
"MA R"
"MA Y"
"MABON SA"
"MACDONALD DW"
"MACDOUGALL-SHACKLETON EA"
"MACHADO EA"
"MACLEAN AM"
"MACLEOD CD"
"MADDALENO M"
"MADSEN T"
"MAGALHÃES S"
"MAGALLANES S"
"MAGALON H"
"MAGNITSKIY SV"
"MAGNUS C"
"MAHARJAN RP"
"MAHDI MM"
"MAHÉO F"
"MAHNKE M"
"MAHORO S"
"MAILLERET L"
"MAINGON R"
"MAINLAND CM"
"MAJID AHA"
"MAKKONEN J"
"MAKRUSHIN AV"
"MALDONADO A JR"
"MALIZIA AI"
"MALLOCH D"
"MANCINIIII FT"
"MANCUSO S"
"MÄND M"
"MÄND M"
"MÄND R"
"MÄND R"
"MANDRELL RE"
"MANETTI M"
"MANFREDINI F"
"MANGIN KL"
"MANINI D"
"MANIVANH RV"
"MANJEROVIC MB"
"MANN WT"
"MANRUBIA SC"
"MAPPA G"
"MAPPES J"
"MAPPES T"
"MAPPES T"
"MAPPES T"
"MAR KU"
"MARATHE BM"
"MARCADÉ I"
"MARÇAIS B"
"MARCELLETTI S"
"MARCHAL E"
"MARCHI E"
"MARCHINI D"
"MARCOGLIESE DJ"
"MARCOGLIESE DJ"
"MǍRGHITAŞ LA"
"MARILLER M"
"MARINO JA JR"
"MARKER L"
"MÁRKUS R"
"MARLAND R"
"MARMIESSE L"
"MARQUES MVR"
"MARRA PP"
"MARRI L"
"MARTIN DP"
"MARTIN DP"
"MARTIN LB"
"MARTIN LB"
"MARTIN LB"
"MARTIN P"
"MARTINELLI R"
"MARTINEZ AJ"
"MARTÍNEZ J"
"MARTINEZ JL"
"MARTÍNEZ-DELAPUENTE J"
"MARTÍNEZ-FERNÁNDEZ D"
"MARTÍNEZ-GHERSA MA"
"MARTINEZ-PADILLA J"
"MARTÍNEZ-PADILLA J"
"MARTÍNEZ-PADILLA J"
"MARTÍNEZ-SUÁREZ JV"
"MARTÍNEZDELAPUENTE J"
"MARTÍNEZSUÁREZ V"
"MARTINS AB"
"MARTINS AJ"
"MARTINS NE"
"MARTINS NRS"
"MARTINSEN ES"
"MARTON A"
"MARUTHI MN"
"MARZAL A"
"MARZAL A"
"MARZAL A"
"MARZAL A"
"MASLER EP"
"MASSEMIN S"
"MASTERS BS"
"MASUDA H"
"MATEJUSOVÁ I"
"MATEMAN AC"
"MATEO-TOMÁS P"
"MATEOS M"
"MATEU MG"
"MATEUS-PINILLA N"
"MATHESON T"
"MATHIAS A"
"MATHIASWEGNER K"
"MATHISEN KM"
"MATINKHAH S"
"MATOS LF"
"MATSON KD"
"MAUCK KE"
"MAUEL MJ"
"MAVAREZ J"
"MAXIMOVICH AN"
"MAXWELL CS"
"MAY G"
"MAY G"
"MAYA-MONTEIRO CM"
